|0|1|2|3
7948|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: verändert; veredelt; gerädert; verheert; verheddert; versteht; verstärkt; verliert; veränderte; verhindert; fordert; fördert; verehrt; verziert; verändern; veräußert; verärgert; geredet; verklärt; gerudert
ferhedert
^^^^^^^^^"|||
7949|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: stürzt; stützt; stürmst; startet; stürzte; stützte; stürmt; stütze; strotzt; stürze; spürtet; standst; starbst; starrst; stirbst; stutzt; styltet; stärkst; störtet; stülpst
stürtzt
^^^^^^^"|||
7950|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kaputtem; gutem; kaltem; kaputt; akutem; lautem; kaputte; kaputten; Tabuthema; gebautem; gebüßtem; gepultem; kappte; kappten; kapptet; kaputter; kaputtes; kaute; kauten; kautet
kaputem
^^^^^^^"|||
7951|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: begriff; Begriff; berief; betraf; begreift; begrub; bergig; begreife; bechre; beerig; begib; begriffe; begrifft; begrüß; beknie; berig; bewirf; negrid
begrif
^^^^^^"|||
7952|"Offset 0, length 12, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: verbrauchen; zerbrochene; zerbrachen; Verbrauchens; Verbräuchen; verbrauchend; verbrauchende; zerbrächen
zerbrauchene
^^^^^^^^^^^^"|||
7953|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fall; Soll; Hall; All; Saal; Salz; Salt; Ball; Salm; Call; Saul; Kall; Säle; Wall; Salü; Zahl; Zähl; Stall; Als; Alle
Sall
^^^^"|||
7954|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: nämlich; ziemlich; heimlich; billig; Tillich; Willich; willig; niedlich; dämlich; eidlich; neblig; neulich; nämliche; Billig; ärmlich
nimlich
^^^^^^^"|||
7955|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fallbahn; Seilbahn; Waldbahn; Salzbahn; Rollbahn; Ballbahn; Vollbahn; Wahlbahn; Sandbahn; Kalkbahn; Zahlbahn; Talbahn; Altbahn; Satzbahn; Stahlbahn; Halbbahn; Fellbahn; Halsbahn; Zollbahn; Kaltbahn
Sallbahn
^^^^^^^^"|||
7956|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Malier; Salier; falber; valider; vier; aller; fallen; Maler; Walter; alter; freier; voller; halber; Falter; Papier; Walker; Wälder; Haller; Kaliber; Maier
falier
^^^^^^"|||
7957|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Gondel; Knobel; Göbel; Koppel; Gospel; Können; Doppel; Könne; Giebel; Möbel; Gabel; Konvex; Gönner; Koppeln; Gondeln; Zobel; Gimpel; Gockel; Gönnen; Gundel
Gonbel
^^^^^^"|||
7958|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Gestosen; gestoßen; gestohlen; gestoßene; gestoben; gezogen; gestorben; gesetzten; gestehen; gestochen; gestörten; gesessen; gestohlene; abstoßen; bestohlen; gesalzen; Mestizen; anstoßen; zustoßen; gesotten
gestosen
^^^^^^^^"|||
7959|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: befestigt; befestigte; gefestigt; belästigt; befestige; befestigst; gefertigt; beerdigt; befestigten; beseitigt; bewältigt; befestigen; befestigter; befähigt; beleidigt; befehligt; befestigtes; gefestigte; befestigtem; beendigt
befesdigt
^^^^^^^^^"|||
7960|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: fährt; führt; fehlt; kehrt; lehrt; ehrt; wehrt; währt; nährt; zehrt; fahrt; fuhrt; fährst; gehrt; jährt; mehrt; pfählt; mehr; sehr
fehrt
^^^^^"|||
7961|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: ergraut; ergraue; ergrauen
erchtaun
^^^^^^^^"|||
7962|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gewesen; gemäße; genese; gemäß; gewisse; gelesen; Gewebe; Gefäße; gewiss; genesen; gewesene; gewiesen; Devise; besäße; bewege; beweise; gewebt; gewebte; reverse; geweht
gewese
^^^^^^"|||
7963|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: zerbrochene; verbogene; gebrochene; zerbrochen; verbogen; zerbrochenen; verbogenen; verlogene; verzogene; zerbrochener; zerbrochenes; erbrochene; gerochene; verbogenem; verbogener; verbogenes; verbrochene; verbögen; zerbrochenem; zerkochen
zerbochene
^^^^^^^^^^"|||
7964|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: lang; lagen; Tagung; lachen; lägen; Mekong; lachend; Wagons; Wägung; Caching; Dugong; Magog; Qigong; Sarong; Wagon; Dagon; Paging
lagong
^^^^^^"|||
7965|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: beging; Tagung; barock; Mekong; abging; bang; Wagons; Wägung; Caching; Dugong; Magog; Qigong; Sarong; Wagon; pagan; pagane; Dagon; Paging
bagong
^^^^^^"|||
7966||||
7967|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gibt; gilt; gib; gebt; gibst; gabt; gilbt; gipst; gäbt; gibts; gab; geht; ging; gut; zeigt; galt; gebe; hebt; geübt
chibt
^^^^^"|||
7968|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kappte; Maipute; gebaute; Baupute; kämpfte; Bobpute; kaputt; Zapfpute; kippte; Papppute; klappte; Babypute; rappte; Barpute; kaputte; Gaspute; knappste; Hubpute; gabelte; Jobpute
kappute
^^^^^^^"|||
7969|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: angedünstet
angetknotet
^^^^^^^^^^^"|||
7970|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Seilrolle; seil-öle; Keilrohre; Keilsohle; seil-ölen; Peilrohre
seilrole
^^^^^^^^"|||
7971|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Tagung; vakant; wagen; wachen; Mekong; vagen; Wagons; Wägung; wägen; Caching; Dugong; Magog; Qigong; Sarong; Wagon; wachend; wachlag; wagend; wägend
wagong
^^^^^^"|||
7972|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: der; zur; sehr; her; per; wer; Bär; zäh; wär; Mär; Oer; zehr; zerr; seh; er; für; sich; war; mehr; nur
serh
^^^^"|||
7973|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Tediebäre
^^^^^^^^^"|||
7974|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: glaubte; glatte; klagte; klärte; klappte; klebte; glätte; gelabte; kalbte; klappe; klarte; klaubte; klaute; labte; lebte; plante; glatt; glaubt; klare; lobte
klabte
^^^^^^"|||
7975|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Die; Tätig; Tätige; Beide; Täte; Hätte; Serie; Teil; Teile; Jede; Medien; Regie; Texte; Theorie; Tode; Heide; Rede; Studie; Kette; Tätigen
Tedie
^^^^^"|||
7976|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Lug; auch; lang; lag; Buch; Zug; Flug; jung; euch; lud; Funk; Tuch; klug; log; such; Aug; lügt; link; Couch; buk
lug
^^^"|||
7977|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Aufgeregt; Aufgeprägt; Aufgereckt; Aufgelegt; Ausgeprägt; Aufgehängt; Aufgedeckt; Aufgedruckt; Aufgeheizt; Aufgerückt; Aufgeschreckt; Aufgesteckt; Aufgedrängt; Aufgedrückt; Aufgehetzt; Aufgeweckt; Aufgedreht; Aufgeregte; Aufgefegt; Aufgehackt
Aufgehregt
^^^^^^^^^^"|||
7978|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: verhört; verwert; verwandt; verehrt; verwehrt; verwahrt; verpönt; verwarf; verwirrt; verirrt; verweht; verwirft; erhört; verstört; verwarnt; verwirkt; verwöhnt; verhörte; verwest; herhört
verwört
^^^^^^^"|||
7979|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Geschenk; gegen; geschenkt; wegen; gesehen; Gegend; legen; beging; geschmückt; regen; Regent; Degen; Geschenke; Segen; beschenkt; geglückt; geschehe; geschluckt
geschenk
^^^^^^^^"|||
7980||||
7981|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fensterband; Fensterrand; Fensterwand; Gästerand; Fensterart; Gänserand; Feinsägerand; Fenstern; Fensterln; Festrand; Fensterbank
Fensterand
^^^^^^^^^^"|||
7982|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Städten; Standen; Standbein; Sandten; Ständern; Stranden; Sandton; Ständen; Standern; Stanzten; Ständeln
StandMän
^^^^^^^^"|||
7983|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: tat; täte; dato; tagte; taten; tote; Kate; Jade; Käthe; Pate; Räte; Wade; rate; fade; täten; töte; lade; säte; taste; bade
tate
^^^^"|||
7984|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Basierte; Rasierte; Basiert; Fazite; Basierten; Paste; Passierte; Pastete; Passte; Faserte; Pausierte; Laserte; Posierte; Lasierte; Basiere; Mäßigte; Paarte; Taserte; Parierte; Basierter
Pasirte
^^^^^^^"|||
7985|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Krieg; bring; brich; Brieg; krieg; brech; stieg; brach; bringt; reich; Erich; bricht; frisch; Kriege; Kriegs; bringe; irisch; pries; riecht; Grieche
briech
^^^^^^"|||
7986|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fensterbrett; Fensterbrot; Fensterband; Fensterbrest; Fensterbild; Fensterbreite; Fensterbrei; Fensterart; Fensterbeet; Fensterbord; Fensterbrut; Fensterbretts; Fensterbrief; Fensterort; Fensterberg; Fensterbern; Fensterlied; Fensterorte; Fensterarzt; Fensterblut
Fensterbret
^^^^^^^^^^^"|||
7987|"Offset 0, length 8, Rule ID: PLURAL_APOSTROPH
Message: Meinten Sie „Freunds“ oder „Freund“? Normalerweise wird im Deutschen vor einem Plural-s kein Apostroph gesetzt.
Suggestion: Freunds; Freund
Freund's
^^^^^^^^"|||
7988|"Offset 0, length 15, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fenster schreibe; Fenster Schreibe; Fensterscheibe; Fensterscheiben; Fenstergruppe
Fensterschreibe
^^^^^^^^^^^^^^^"|||
7989||||
7990|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gekriegt; bekriegt; geriet; gefriert; gekielt; gekränkt; gegrillt; geknickt; gestrickt; bekriegte; gekniet; abkriegt; bekriege; bekriegst; gebrieft; gecremt; gegrinst; gekickt; gekiest; geklickt
gekriekt
^^^^^^^^"|||
7991|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: getan; gestand; kästen; bestand; besten; gelten; Westen; festen; kosten; testen; Gästen; Resten; gestaut; Gesten; gestern; Dagestan; Kästen; Westhang; gestanzt; Gestank
gestan
^^^^^^"|||
7992|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Schuhe; Schnüre; Schnute; Glühe; Gute; Schule; Grüne; Grube; Gehe; Schnee; Gnade; Scheute; Scheune; Schwule; Schnauze; Schaute; Schnur; Scheue; Schuh; Schnürte
Schnuhe
^^^^^^^"|||
7993|"Offset 0, length 5, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Wohnte; Könne; Sonde; Lohnte; Gondel; Golde; Koste; Gonade; Künde; Monde; Monte; Ronde; Honte; Gondle; Tönte; Gonge; Ende; Gönne; Holte; Kante
Gonde
^^^^^"|||
7994|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Befestigte; Bewältigte; Gefestigte; Belästigte; Befestigt; Gewärtigte; Betätigte; Befestigten; Bewältigt; Befestigter; Beseitigte; Befestigtes; Belästigt; Beleidigte; Bewältigten; Befestigtem; Bestickte; Belästigten; Befestige; Befestigtet
Bewestigte
^^^^^^^^^^"|||
7995|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: kräftigen; kraft-gen; kräftige; gräflichen; kräftiger; kräftiges; kräftigem; Kräftigen; grätigen; kreidigen; kräftigend; kräftigten; heftigen; kräftig; künftigen; kreativen; giftigen; gräfliche; krautigen; kräftigere
kreftigen
^^^^^^^^^"|||
7996|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Schutz; Schütz; Schultz; Gibts; Gurts; Gibt; Schubes; Gut; Schufts; Gute; Schunds; Schupos; Gutes; Schutts; Schützt; Guido; Geübt; Schulz; Götz; Schuld
Schuptz
^^^^^^^"|||
7997|"Offset 0, length 13, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Nachbar-Fenster; Nacht-Fenster
NachbaFenster
^^^^^^^^^^^^^"|||
7998|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geschah; Wega; mega; Bega; gaga; Vega; gegen; sechs; Liga; legt; wächst; Wege; begab; gesucht; Riga; legal; rege; Helga; Olga; Pascha
gescha
^^^^^^"|||
7999|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fensterbank; Fensterburg; Verstärkung; Fensterband; Fensterblick; Fensterbänke; Fensterbund; Verstrebung; Fensterfunk; Fensterbuch; Fensterblock; Fensterbusch; Fensterpunk; Versteppung; Fensterjuni; Fensterberg; Fensterjunge; Fenstertun; Fensterbonn; Fensterbrücke
Fensterbunk
^^^^^^^^^^^"|||
8000|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: tun; dünn; Kuhn; Huhn; kühn; turn; Kühn; dehn; thurn; den; dann; ihn; nun; Sohn; denn; du; zehn; John; dahin; fuhr
tuhn
^^^^"|||
8001|"Offset 0, length 3, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: du; tun; tut; Kuh; tue; Muh; Ruh; buh; puh; tough; tu; der; die; den; des; auch; auf; aus; das; dem
tuh
^^^"|||
8002|"Offset 0, length 13, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
scheibenkleis
^^^^^^^^^^^^^"|||
8003|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Mr an; Iran; Man; Uran; Kran; Meran; Dran; Ran; Tran; Gran; An; Trat; Frau; Mai; Van; Graf; San; Daran; Mal; Mann
Mran
^^^^"|||
8004|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gemacht; Seenacht; Seemacht; See-acht; gebracht; Tee-acht; geprägt; Teenacht; gedacht; gen-acht; gefragt; kegel-acht; gemachte; käse-acht; geplagt; vermacht; geklagt; gepackt; geeicht; gehackt
geemacht
^^^^^^^^"|||
8005|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Teddymantel; Textgondel; Bettgondel; Nettogondel; Fettgondel; Wettgondel; Testgondel; Textilgondel
Teddigondel
^^^^^^^^^^^"|||
8006|"Offset 0, length 14, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Drachenschnur; Drache-schnüre; Drachenschnüre; Drachengurt; Drachenschauer; Drachenschur; Drachenschurz; Drachenschwurs; Drachenguru; Drachenschnüren; Drachenschwur; Drachenschwüre
Drachenschnurr
^^^^^^^^^^^^^^"|||
8007|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: knotet; knotetet; knörtet; kostet; geortet; glättet; spottet; chattet; coatet; cuttet; geaddet; geostet; geoutet; glittet; glotztet; gongtet; gröltet; kettet; kittet; klontet
knottet
^^^^^^^"|||
8008|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: nahm; arm; warm; Darm; Lärm; Farm; Warm; Wärm; wärm; war; am; nach; nur; kam; März; Form; Karl; dar; kaum; nahe
narm
^^^^"|||
8009|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: stürzt; stützt; stutzt; stürmst; startet; stürzte; stützte; stürmt; stütze; strotzt; stures; stürze; spurtet; spürtet; standst; starbst; starrst; stirbst; stuftet; stummst
sturtzt
^^^^^^^"|||
8010|"Offset 0, length 11, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Fensterbank; Fensterband; Meisterbank; Fensterbänke; Theaterbank; Geisterbank; Monsterbank; Tanzteebank
Tensterbank
^^^^^^^^^^^"|||
8011|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: verwirrt; verwirft; verwirkt; verwert; verwirf; verwirr; verliert; verwandt; verehrt; vereint; vergibt; verwehrt; verweist; verziert; erwirbt; serviert; verwahrt; verwies; fertigt; verbirgt
verwirt
^^^^^^^"|||
8012|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: staunt; stöhnt; sahnt; stahlt; stählt; statt; stand; steht; stammt; ahnt; spannt; strahlt; zahlt; mahnt; sehnt; stahl; staut; stärkt; bahnt; erahnt
stahnt
^^^^^^"|||
8013|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geschmissen; gegessen; gegossen; geschossen; geschmolzen; geschlichen; geschrien; Bescheißen; Wegmaßen; bescheißen; geglichen; gescheiten; geschissen; geschlissen; geschmissene; Sechsmaßen
geschmizen
^^^^^^^^^^"|||
8014|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Färbung; Verging; Vorgang; Vorging; Fasching; Garching; Markung; Jargons; Jargon; Furchung; Sarong; Türgong; Farang; Farming; Varone
Fargong
^^^^^^^"|||
8015|"Offset 0, length 6, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: trimmen; Primen; timen; dritten; tragen; traten; treten; Bremen; trafen; trugen; Briten; Firmen; armen; drehen; primär; teilen; treiben; trieb; trieben; trinken
drimen
^^^^^^"|||
8016|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Hausarrest; Hausbrest; Hausrest; Hausarbeit; Ausartest; Hausarzt; Hausest; Hausfest; Hausarreste; Hausierst; Hauswest; Hausarrests; Haustest; Hausangst; Hausreste; Rausfräst; Hautrest; Häuserrest; Hausareal; Hausarmut
Hausarest
^^^^^^^^^"|||
8017|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: gehabt; gehapert; gehakt; geharrt; gehört; gefärbt; behaart; kehrt; gewährt; gehängt; gehäuft; gelappt; gepaart; gewahrt; gegart; gekappt; beharrt; gehackt; gehasst; gekapert
gehabrt
^^^^^^^"|||
8018|"Offset 5, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: von; Sohn; John; bot; Lohn; bog; Mohn; Föhn; Äon; hohn; Bon; Don; Hohn; Ion; Ton; Wohn; Xon; bahn; wohn
Seil=bohn
     ^^^^"|||
8019|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Passierte; Passerde; Kassierte; Basierte; Passorte; Wasserte; Passiert; Passende; Massierte; Passart; Gassorte; Passive; Passort; Passante; Passte; Passarten; Passkarte; Besserte; Passidee; Passmitte
Passirte
^^^^^^^^"|||
8020|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Nachbarin; Nachherig; Nagerin; Nachbekam; Nachbereit; Nachberitt
Nachberim
^^^^^^^^^"|||
8021|"Offset 0, length 8, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: geknäult; gegen-alt; gekielt; gen-alt; geknebelt; kenn-alt; geknetet; gedealt; gegellt; gegelt; gekehlt; gekeult; geknallt; geknäulte; gängelt; kegelt; geknüllt
gegnealt
^^^^^^^^"|||
8022|"Offset 0, length 10, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Nachbarin; Nachbereit; Nachgären; Nachbeben; Bachverein; Dachverein; Nachbereiten; Fachverein; Nachbeten; Nachbeterin; Nachbereite; Nachbetern; Nagerin
Nachberein
^^^^^^^^^^"|||
8023|"Offset 0, length 12, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: verzweifelt; verzweifelte; verzweifeln; verzweifele; verzweifelnd; verzweifelst
verzweilfelt
^^^^^^^^^^^^"|||
8024|"Offset 0, length 7, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: Kindern; Kimbern; Bildern; Kinder; Kümmern; Liedern; Kammern; Gliedern; Hindern; Lindern; Mindern; Rindern; Kiefern; Rittern; Kisten; Wintern; Filtern; Gestern; Mildern; Gittern
Kimdern
^^^^^^^"|||
8025|"Offset 0, length 9, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: vergärtem; weh-erde; weigerte; weh-erden; weigerten; weicherem; vergärte; vergärten; vergärter; vergärtes; vergärtet; verheertem; verkehrtem; weckendem; wehrendem; weichendem; weigertet; welkendem; welkerem; welkestem
wehgertem
^^^^^^^^^"|||
8026|"Offset 0, length 4, Rule ID: GERMAN_SPELLER_RULE
Message: Möglicher Tippfehler gefunden.
Suggestion: beim; heim; naiv; nein; Heym; Keim; Leim; Reim; Heim; Laim; Seim; nehm; im; dem; ein; bei; sein; seit; neue; Mai
neim
^^^^"|||
