id	misspelling	gold	suggestions	suggestions_withRank
21334	basierte	passierte	[besiegte, karierte, blamierte, passierte, massierte, bastelte, parierte, bugsierte, besserte, kapierte]	{2.0=[besiegte, karierte, blamierte, passierte, massierte, bastelte, parierte, bugsierte, besserte, kapierte]}
21335	Taddy	Teddy	[Teddy, Daddy, Tadle, Handy, Lady, Teddys]	{1.0=[Teddy, Daddy], 2.0=[Tadle, Handy, Lady, Teddys]}
21336	runder	runter	[runder, runde, rundet, wunder, runter, rundes, rundem, runden]	{0.0=[runder], 1.0=[runde, rundet, wunder, runter, rundes, rundem, runden]}
21337	zehrbliterte	zersplitterte	[bearbeitete, zersplitterte, erbitterte, zerknitterte, verbitterte]	{4.0=[bearbeitete, zersplitterte, erbitterte, zerknitterte, verbitterte]}
21338	kaput	kaputt	[kaut, kaputt, Kaputt]	{1.0=[kaut, kaputt], 1.5=[Kaputt]}
21339	wahr	war	[wahr, Wahr, war, fahr, wahrt, wahre, wehr]	{0.0=[wahr], 0.5=[Wahr], 1.0=[war, fahr, wahrt, wahre, wehr]}
21340	Dach	Doch	[Dach, Doch, Fach, Wach, Dache, Dich, Dachs, Bach, Nach, Mach, Lach]	{0.0=[Dach], 1.0=[Doch, Fach, Wach, Dache, Dich, Dachs, Bach, Nach, Mach, Lach]}
21341	haten	hatten	[taten, harten, haßten, hauen, hüten, hauten, hatten, hasten, waten, hakten, halten, baten, haften, haben, raten, haken]	{1.0=[taten, harten, haßten, hauen, hüten, hauten, hatten, hasten, waten, hakten, halten, baten, haften, haben, raten, haken]}
21342	kaputgegangen	kaputtgegangen	[kaputtgegangen, aufgegangen, kaputtgingen, rausgegangen, ausgegangen]	{1.0=[kaputtgegangen], 3.0=[aufgegangen, kaputtgingen, rausgegangen, ausgegangen]}
21343	wahr	war	[wahr, Wahr, war, fahr, wahrt, wahre, wehr]	{0.0=[wahr], 0.5=[Wahr], 1.0=[war, fahr, wahrt, wahre, wehr]}
21344	haten	hatten	[taten, harten, haßten, hauen, hüten, hauten, hatten, hasten, waten, hakten, halten, baten, haften, haben, raten, haken]	{1.0=[taten, harten, haßten, hauen, hüten, hauten, hatten, hasten, waten, hakten, halten, baten, haften, haben, raten, haken]}
21345	das	dass	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
21346	erhär	Ärger	[errät, erhält, Verhör, erhob, erklär, eher]	{2.0=[errät, erhält, Verhör, erhob, erklär, eher]}
21347	Hauserest	Hausarrest	[Hausarrest, Hausarbeit, Zauberst, Sauberes, Hauses]	{2.0=[Hausarrest], 3.0=[Hausarbeit, Zauberst, Sauberes, Hauses]}
21348	darausen	draußen	[krausen, brausen, draußen, daraus]	{2.0=[krausen, brausen, draußen, daraus]}
21349	besietzer	Besitzer	[Besitzer, besitze, besetze, besitzen, besetzter, besetzen]	{1.5=[Besitzer], 2.0=[besitze, besetze, besitzen, besetzter, besetzen]}
21350	hate	hatte	[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]	{1.0=[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]}
21351	gereusch	Geräusch	[Geräusch, gerauscht, Gekreisch, Geruch, Geräusche]	{1.5=[Geräusch], 2.0=[gerauscht], 2.5=[Gekreisch, Geruch, Geräusche]}
21352	dos	das	[los, des, das]	{1.0=[los, des, das]}
21353	sahr	sah	[wahr, sehr, fahr, sah, saht]	{1.0=[wahr, sehr, fahr, sah, saht]}
21354	rkatzete	kratzte	[kratzte, ratet, kratzige, kritzelte, atmete, ritzte, ratterte, platzte, kratze, rötete, watete, rastete, skatet, kitzelte, kratzen, kitzele, kratzten, rettete, rüstete, kratzend, kratzt]	{2.0=[kratzte], 3.0=[ratet, kratzige, kritzelte, atmete, ritzte, ratterte, platzte, kratze, rötete, watete, rastete, skatet, kitzelte, kratzen, kitzele, kratzten, rettete, rüstete, kratzend, kratzt]}
21355	kaput	kaputt	[kaut, kaputt, Kaputt]	{1.0=[kaut, kaputt], 1.5=[Kaputt]}
21356	Daa	Da	[Daß, Dad, Das, Da]	{1.0=[Daß, Dad, Das, Da]}
21357	wahr	war	[wahr, Wahr, war, fahr, wahrt, wahre, wehr]	{0.0=[wahr], 0.5=[Wahr], 1.0=[war, fahr, wahrt, wahre, wehr]}
21358	Wen	Wenn	[Wen, wen, Wer, Wenn, Weg, Wein, Den, Wem]	{0.0=[Wen], 0.5=[wen], 1.0=[Wer, Wenn, Weg, Wein, Den, Wem]}
21359	wahrst	warst	[warst, wehrst, wahrt]	{1.0=[warst, wehrst, wahrt]}
21360	van	von	[von, man, an, ran]	{1.0=[von, man, an, ran]}
21361	geschiste	Geschichte	[geschickte, gescheite, Geschiebe, Geschieße, Geschwister, Geschicke, Geschichte, Geschosse, Geschäfte, Geschirre]	{2.0=[geschickte, gescheite], 2.5=[Geschiebe, Geschieße, Geschwister, Geschicke, Geschichte, Geschosse, Geschäfte, Geschirre]}
21362	kapute	kaputte	[kaute, kaputte, kaputt]	{1.0=[kaute, kaputte, kaputt]}
21363	Seilbohn	Seilbahn	[Silbern, Silben, Seilen]	{3.0=[Silbern, Silben, Seilen]}
21364	runta	runter	[runde, ruft, bunte, bunt, raunt, ruht, runter, ruhte, rund, raunte]	{2.0=[runde, ruft, bunte, bunt, raunt, ruht, runter, ruhte, rund, raunte]}
21365	tedybär	Teddybär	[Teddybär, Teddybären, Eisbär]	{1.5=[Teddybär], 3.5=[Teddybären, Eisbär]}
21366	fält	fällt	[fällt, hält, Hält, Fällt]	{1.0=[fällt, hält], 1.5=[Hält, Fällt]}
21367	kukt	kuckt	[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]	{2.0=[kurz, lugt, kaut, Spukt, gut, quakt, kamt, kaust, hakt, küßt, tut, tust, ruckt, äugt, quäkt, zuckt, just, hupt, duzt, ruft, spukt, kalt, duckt, juckt, mußt, tunkt, bunt, buk, ruht, kickt, guckt, kauft]}
21368	noch	nach	[noch, Noch, poch, nich, roch, koch, nach, hoch, doch]	{0.0=[noch], 0.5=[Noch], 1.0=[poch, nich, roch, koch, nach, hoch, doch]}
21369	unnten	unten	[unten, Unten, rannten, tönten, hinten, kannten, Konnten, unsren, Lunten, unter, ernten, Könnten, könnten, Kannten, bunten, konnten, Punkten, ahnten, tunkten, gönnten, Bunten, unguten, Rannten, knoten, innen, kneten, Gunsten, turnten, nannten]	{1.0=[unten], 1.5=[Unten], 2.0=[rannten, tönten, hinten, kannten, Konnten, unsren, Lunten, unter, ernten, Könnten, könnten, Kannten, bunten, konnten, Punkten, ahnten, tunkten, gönnten, Bunten, unguten, Rannten, knoten, innen, kneten, Gunsten, turnten, nannten]}
21370	kaput	kaputt	[kaut, kaputt, Kaputt]	{1.0=[kaut, kaputt], 1.5=[Kaputt]}
21371	rent	rennt	[regt, renn, rennt]	{1.0=[regt, renn, rennt]}
21372	hate	hatte	[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]	{1.0=[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]}
21373	ummacht	Ohnmacht	[anmacht, gemacht, macht, ausmacht, zumacht, abmacht, aufmacht]	{2.0=[anmacht, gemacht, macht, ausmacht, zumacht, abmacht, aufmacht]}
21374	kappute	kaputte	[klappte, kaute, tappte, kaputte, kaputt, kippte]	{2.0=[klappte, kaute, tappte, kaputte, kaputt, kippte]}
21375	Fester	Fenster	[Fester, fester, Festen, Bester, Festes, Nester, Fenster, Feste]	{0.0=[Fester], 0.5=[fester], 1.0=[Festen, Bester, Festes, Nester, Fenster, Feste]}
21376	dan	dann	[daß, dann, dar, dran, dank, das, man, den, an, da, ran]	{1.0=[daß, dann, dar, dran, dank, das, man, den, an, da, ran]}
21377	Tedybear	Teddybär	[Teddybär, Weiber, Tauber, edler, Terrier, Leder, Teller, Leber, Gelber, essbar, Leiber, Selber, Jeder, Denkbar, Teer, Weder, Feder, Teuer]	{3.0=[Teddybär], 4.0=[Weiber, Tauber, edler, Terrier, Leder, Teller, Leber, Gelber, essbar, Leiber, Selber, Jeder, Denkbar, Teer, Weder, Feder, Teuer]}
21378	geforfen	geworfen	[geworfen, geworden, gefroren, beworfen, geborgen, geboren, geholfen]	{1.0=[geworfen], 2.0=[geworden, gefroren, beworfen, geborgen, geboren, geholfen]}
21379	knalte	knallte	[knalle, kalte, knallte]	{1.0=[knalle, kalte, knallte]}
21380	wonte	wohnte	[wogte, wohnte, Worte]	{1.0=[wogte, wohnte], 1.5=[Worte]}
21381	bisitzerin	Besitzerin	[Besitzerin, Besitzern, besitzen]	{1.5=[Besitzerin], 2.5=[Besitzern], 3.0=[besitzen]}
21382	Fenste	Fenster	[Feinste, Fenster, Feste]	{1.0=[Feinste, Fenster, Feste]}
21383	ausbrobirt	ausprobiert	[ausprobiert, ausprobierst, ausprobierte]	{2.0=[ausprobiert], 3.0=[ausprobierst, ausprobierte]}
21384	fält	fällt	[fällt, hält, Hält, Fällt]	{1.0=[fällt, hält], 1.5=[Hält, Fällt]}
21385	nachberin	Nachbarin	[Nachbarin, Nachbarn, nachgeben, nüchtern, nachlesen, nachsehen, nachher, nachgehen]	{1.5=[Nachbarin], 2.5=[Nachbarn], 3.0=[nachgeben, nüchtern, nachlesen, nachsehen, nachher, nachgehen]}
21386	reist	reißt	[reist, Reist, weist, regst, kreist, reizt, reiste, reimt, dreist, reift, reimst, reiht, seist, reißt, meist, reibt, reise]	{0.0=[reist], 0.5=[Reist], 1.0=[weist, regst, kreist, reizt, reiste, reimt, dreist, reift, reimst, reiht, seist, reißt, meist, reibt, reise]}
21387	bite	bitte	[böte, bitte, biete, bete, bäte]	{1.0=[böte, bitte, biete, bete, bäte]}
21388	Tedy	Teddy	[Teddy, Teig, Tod, Text, Lady, Rede, Teil, Test, Tee, Tees, Teer, Team, Tode, Teddys, Jede]	{1.0=[Teddy], 2.0=[Teig, Tod, Text, Lady, Rede, Teil, Test, Tee, Tees, Teer, Team, Tode, Teddys, Jede]}
21389	uter	unter	[guter, Guter, unter]	{1.0=[guter, Guter, unter]}
21390	wolten	wollten	[walten, wollten, wogten, wollen, holten]	{1.0=[walten, wollten, wogten, wollen, holten]}
21391	das	dass	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
21392	wolten	wollten	[walten, wollten, wogten, wollen, holten]	{1.0=[walten, wollten, wogten, wollen, holten]}
21393	das	dass	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
21394	Tedy	Teddy	[Teddy, Teig, Tod, Text, Lady, Rede, Teil, Test, Tee, Tees, Teer, Team, Tode, Teddys, Jede]	{1.0=[Teddy], 2.0=[Teig, Tod, Text, Lady, Rede, Teil, Test, Tee, Tees, Teer, Team, Tode, Teddys, Jede]}
21395	enschuldigung	Entschuldigung	[Entschuldigung, Anschuldigung, entschuldigen, entschuldigend, unschuldigen]	{1.5=[Entschuldigung, Anschuldigung], 3.0=[entschuldigen, entschuldigend, unschuldigen]}
21396	wuste	wusste	[wußte, huste, wusste, puste, wüste]	{1.0=[wußte, huste, wusste, puste, wüste]}
21397	das	dass	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
21398	abber	aber	[aber, Aber, Zauber, Bibber, sauber, Tauber, armer, aller, über, Sauber, albern, arger, außer, Halber, abbog, halber, übler, alter, rüber]	{1.0=[aber], 1.5=[Aber], 2.0=[Zauber, Bibber, sauber, Tauber, armer, aller, über, Sauber, albern, arger, außer, Halber, abbog, halber, übler, alter, rüber]}
21399	best	beste	[beste, bist, lest, bebt, beet, fest]	{1.0=[beste, bist, lest, bebt, beet, fest]}
21400	Hangebahn	Hängebahn	[angebaut, angetan, angeben]	{3.0=[angebaut, angetan, angeben]}
21401	bemmerkte	bemerkte	[bemerkte, bemerke, bemerkten, bemerkt]	{1.0=[bemerkte], 2.0=[bemerke, bemerkten, bemerkt]}
21402	das	dass	[das, Das, daß, des, dass, dar, was, da, las]	{0.0=[das], 0.5=[Das], 1.0=[daß, des, dass, dar, was, da, las]}
21403	vergesen	vergessen	[vergehen, vergeben, vergessen]	{1.0=[vergehen, vergeben, vergessen]}
21404	hate	hatte	[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]	{1.0=[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]}
21405	Anstat	Anstatt	[Anstatt, Anstalt, antat, anstalt, anstatt]	{1.0=[Anstatt, Anstalt], 1.5=[antat, anstalt, anstatt]}
21406	runtatu	runter	[antat, auftat, rundet, rundete, runter, guttat]	{3.0=[antat, auftat, rundet, rundete, runter, guttat]}
21407	Hngebahn	Hängebahn	[Angebern, gebahnt, angebaut, angetan, angeben]	{3.0=[Angebern, gebahnt], 3.5=[angebaut, angetan, angeben]}
21408	rolte	rollte	[rolle, rollte, holte, rote]	{1.0=[rolle, rollte, holte, rote]}
21409	Plotzlich	Plötzlich	[Plötzlich, plötzlich, Plötzliche]	{1.0=[Plötzlich], 1.5=[plötzlich], 2.0=[Plötzliche]}
21410	riß	riss	[riß, Riß, Friß, iß, biß, reiß]	{0.0=[riß], 0.5=[Riß], 1.0=[Friß, iß, biß, reiß]}
21411	Hangebahn	Hängebahn	[angebaut, angetan, angeben]	{3.0=[angebaut, angetan, angeben]}
21412	aschrak	erschrak	[schrak, aufschrak, erschrak]	{1.0=[schrak], 2.0=[aufschrak, erschrak]}
21413	fersehn	Versehen	[Fersen, versehen, fernsehe, verstehn, fesseln, fernen, gesehn, fernsehen]	{1.5=[Fersen], 2.0=[versehen, fernsehe, verstehn, fesseln, fernen, gesehn, fernsehen]}
21414	unfal	Unfall	[Unfall, unfair, unfug]	{1.5=[Unfall], 2.0=[unfair, unfug]}
21415	Mrgens	Morgens	[Morgens, Magens, morgens]	{1.0=[Morgens, Magens], 1.5=[morgens]}
21416	Tedie	Teddy	[die, Weide, Teddy, Teig, Bedien, Rede, Teil, Genie, Tee, Beide, Texte, edle, Teure, Seide, Tode, Serie, Tadle, Teile, Meide, Jede]	{2.0=[die, Weide, Teddy, Teig, Bedien, Rede, Teil, Genie, Tee, Beide, Texte, edle, Teure, Seide, Tode, Serie, Tadle, Teile, Meide, Jede]}
21417	unz	uns	[und, uns, Und, Uns]	{1.0=[und, uns], 1.5=[Und, Uns]}
21418	wergessen	vergessen	[vergessen, Vergessen, gegessen, versessen, vergesse, vergossen, vermessen, ergossen, vergessene, vergessend]	{1.0=[vergessen], 1.5=[Vergessen], 2.0=[gegessen, versessen, vergesse, vergossen, vermessen, ergossen, vergessene, vergessend]}
21419	stekte	steckte	[steckte, Steckte, senkte, teste, streute, setzte, steure, steife, starte, stelle, siebte, stierte, stakste, strikte, streite, stickte, stemmte, stecke, siegte, sterbe, störte, sackte, steckt, steckten, stets, stehe, steige, stärkte, streckte, stemme, stockte, steile, stehle, steche, stellte, spukte, steht, stylte]	{1.0=[steckte], 1.5=[Steckte], 2.0=[senkte, teste, streute, setzte, steure, steife, starte, stelle, siebte, stierte, stakste, strikte, streite, stickte, stemmte, stecke, siegte, sterbe, störte, sackte, steckt, steckten, stets, stehe, steige, stärkte, streckte, stemme, stockte, steile, stehle, steche, stellte, spukte, steht, stylte]}
21420	tedie	Teddy	[teste, die, rede, teil, teile, teure, bedien, jede, leide, beide, wedle, edle, meide]	{2.0=[teste, die, rede, teil, teile, teure, bedien, jede, leide, beide, wedle, edle, meide]}
21421	hate	hatte	[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]	{1.0=[hake, halte, hakte, haute, hatte, wate, habe, haste, harte, rate, hüte, haue, hat, haßte]}
21422	passirte	passierte	[passierte, massierte, passte, passiert, passierten]	{1.0=[passierte], 2.0=[massierte, passte, passiert, passierten]}
21423	schrekliches	Schreckliches	[schreckliches, Schreckliches, schrecklichem, schrecklichen, schreckliche, schrecklicher]	{1.0=[schreckliches], 1.5=[Schreckliches], 2.0=[schrecklichem, schrecklichen, schreckliche, schrecklicher]}
21424	knalte	knallte	[knalle, kalte, knallte]	{1.0=[knalle, kalte, knallte]}
21425	kan	kann	[kann, kam, man, an, ran, kau]	{1.0=[kann, kam, man, an, ran, kau]}
21426	Last	lasst	[Last, last, Lasst, Löst, Lust, Laßt, Laut, Mast, Lass, Rast, Hast, Gast, List, Fast, Lest]	{0.0=[Last], 0.5=[last], 1.0=[Lasst, Löst, Lust, Laßt, Laut, Mast, Lass, Rast, Hast, Gast, List, Fast, Lest]}
21427	drinen	drinnen	[drinnen, deinen, dringen]	{1.0=[drinnen, deinen, dringen]}
21428	zerrisen	zerrissen	[zerrissen, Zerrissen, zerren, zerriss, verreisen, zerreißen, zerrissene, zerrten]	{1.0=[zerrissen], 1.5=[Zerrissen], 2.0=[zerren, zerriss, verreisen, zerreißen, zerrissene, zerrten]}
21429	Kugt	kuckt	[lugt, äugt, Bugs, Kauft, gut, Ruht, Kuss, Pult, Saugt, Mögt, Kunst, Luft, Zuge, Kugel, Kuß, Bug, Ruft, Mußt, Kalt, Duft, Kuh, Kluge, Legt, Tust, Bunt, Regt, Hut, Jagt, Gut, Kurs, Krugs, Auge, Fegt, Zugs, Zug, Mut, Lust, Just, Klug, Kurz, Gurt, Tut, Wut, Taugt, Krug, Lügt, Sagt, Wagt]	{1.5=[lugt, äugt], 2.0=[Bugs, Kauft, gut, Ruht, Kuss, Pult, Saugt, Mögt, Kunst, Luft, Zuge, Kugel, Kuß, Bug, Ruft, Mußt, Kalt, Duft, Kuh, Kluge, Legt, Tust, Bunt, Regt, Hut, Jagt, Gut, Kurs, Krugs, Auge, Fegt, Zugs, Zug, Mut, Lust, Just, Klug, Kurz, Gurt, Tut, Wut, Taugt, Krug, Lügt, Sagt, Wagt]}
21430	Kugen	kucken	[Kugel, Augen, Kugeln, Klugen]	{1.0=[Kugel, Augen, Kugeln, Klugen]}
21431	unfähr	unfair	[anfuhr, ungefähr, anfährt, unfair, unfähig]	{2.0=[anfuhr, ungefähr, anfährt, unfair, unfähig]}
21432	kaputes	kaputtes	[kaputtes, Kaputtes, kaute, kaputtem, kaputten, kaputte, kaputter, kaputt, kauten, lautes, kaltes]	{1.0=[kaputtes], 1.5=[Kaputtes], 2.0=[kaute, kaputtem, kaputten, kaputte, kaputter, kaputt, kauten, lautes, kaltes]}
21433	reingesätzt	reingesetzt	[eingesetzt, hingesetzt, festgesetzt, reingeht, einsetzt, eingestürzt, reingehst, reingelegt, angesetzt]	{2.0=[eingesetzt], 3.0=[hingesetzt], 4.0=[festgesetzt, reingeht, einsetzt, eingestürzt, reingehst, reingelegt, angesetzt]}
21434	Lechelnde	lächelnde	[lächelnde, Lächelnd, Lachende]	{1.5=[lächelnde], 2.0=[Lächelnd, Lachende]}
21435	kaput	kaputt	[kaut, kaputt, Kaputt]	{1.0=[kaut, kaputt], 1.5=[Kaputt]}
21436	gefahlen	gefallen	[gefallen, befahlen, gefahren]	{1.0=[gefallen, befahlen, gefahren]}
21437	Fensterscheib	Fensterscheibe	[Fensterscheibe, Fensterscheiben, Feuerschein, Unterschreib]	{1.0=[Fensterscheibe], 2.0=[Fensterscheiben], 4.0=[Feuerschein, Unterschreib]}
21438	gecknalt	geknallt	[geknallt, gekrallt, verknallt, gekniet, geknackt, gekannt, geklaut, gekühlt, gekaut, gekramt, geschnallt, gekrault, genagt, geknüllt, geklagt, gemalt]	{2.0=[geknallt], 3.0=[gekrallt, verknallt, gekniet, geknackt, gekannt, geklaut, gekühlt, gekaut, gekramt, geschnallt, gekrault, genagt, geknüllt, geklagt, gemalt]}
21439	kaputgegangen	kaputtgegangen	[kaputtgegangen, aufgegangen, kaputtgingen, rausgegangen, ausgegangen]	{1.0=[kaputtgegangen], 3.0=[aufgegangen, kaputtgingen, rausgegangen, ausgegangen]}
21440	geckommen	gekommen	[gekommen, Gekommen, herkommen, wegkommen, genommen, bekommen]	{1.0=[gekommen], 1.5=[Gekommen], 2.0=[herkommen, wegkommen, genommen, bekommen]}
21441	verwird	verwirrt	[verwies, verwarf, verwirrt, vermied, verwirft]	{2.0=[verwies, verwarf, verwirrt, vermied, verwirft]}
21442	knalt	knallt	[knallt, kalt, Knall, Knast, Kalt]	{1.0=[knallt, kalt], 1.5=[Knall, Knast, Kalt]}
21443	sihet	sieht	[sieht, Sieht, singt, sahen, sinkt, scher, siehe, ruhet, zieht, scheu, sieh, scheut, sie, riet, sehnt, sicher, sähen, sitzt, siebt, suchet, seht, siehst, schert, saht, sitzet, sichert, sichtet, siegt, sahst, sähe, steht, sehe, sinket, sehen]	{1.0=[sieht], 1.5=[Sieht], 2.0=[singt, sahen, sinkt, scher, siehe, ruhet, zieht, scheu, sieh, scheut, sie, riet, sehnt, sicher, sähen, sitzt, siebt, suchet, seht, siehst, schert, saht, sitzet, sichert, sichtet, siegt, sahst, sähe, steht, sehe, sinket, sehen]}
21444	pasiert	passiert	[pariert, passiert, Passiert]	{1.0=[pariert, passiert], 1.5=[Passiert]}
21445	entteucht	enttäuscht	[enttäuscht, entweicht, Enttäuscht]	{2.0=[enttäuscht, entweicht], 2.5=[Enttäuscht]}
21446	geährliche	gefährliche	[gefährliche, Gefährliche, gefährlicher, gefährlich, gefährliches, gefährlichem, gefährlichen, ehrliche]	{1.0=[gefährliche], 1.5=[Gefährliche], 2.0=[gefährlicher, gefährlich, gefährliches, gefährlichem, gefährlichen, ehrliche]}
21447	Gesttern	Gestern	[Gestern, gestern, Nestern, Lettern, Geistern, Gesten, Gestein, Vettern, Göttern, Gewittern, Gattern, Gittern, Rettern]	{1.0=[Gestern], 1.5=[gestern], 2.0=[Nestern, Lettern, Geistern, Gesten, Gestein, Vettern, Göttern, Gewittern, Gattern, Gittern, Rettern]}
21448	Teddybear	Teddybär	[Teddybär, Teddy, Teddybären, Teddys]	{2.0=[Teddybär], 4.0=[Teddy, Teddybären, Teddys]}
21449	gefahlen	gefallen	[gefallen, befahlen, gefahren]	{1.0=[gefallen, befahlen, gefahren]}
21450	kanns	Kannst	[kann, kannst, Kanne, Kannst, Manns, Kann]	{1.0=[kann, kannst], 1.5=[Kanne, Kannst, Manns, Kann]}
21451	Teddybear	Teddybär	[Teddybär, Teddy, Teddybären, Teddys]	{2.0=[Teddybär], 4.0=[Teddy, Teddybären, Teddys]}
21452	andre	andere	[andere, wandre, Andere]	{1.0=[andere, wandre], 1.5=[Andere]}
21453	seit	Seite	[seit, Seit, sein, sei, seid, speit, seht, seist, weit, zeit]	{0.0=[seit], 0.5=[Seit], 1.0=[sein, sei, seid, speit, seht, seist, weit, zeit]}
21454	gevorfen	geworfen	[geworfen, geworden, beworfen, geborgen, geboren, geholfen]	{1.0=[geworfen], 2.0=[geworden, beworfen, geborgen, geboren, geholfen]}
21455	neinigen	einigen	[einigen, reinigen, Einigen]	{1.0=[einigen, reinigen], 1.5=[Einigen]}
21456	Snur	Schnur	[Stur, nur, Spur]	{1.0=[Stur, nur, Spur]}
21457	Jezt	Jetzt	[Jetzt, jetzt, Hetz, Heft, Beet, Hebt, Lebt, Rest, Pest, Arzt, Test, Cent, Hetzt, Seht, Wert, Je, eßt, Zeit, Leut, Nest, Lest, Setz, Welt, Fest, Legt, Jeep, West, Regt, Jagt, Text, Geht, Letzt, Fegt, Just, Weit, Jene, Gebt, Nett, Zelt, Netz, Seit, Bett, Setzt, Fett, Jede]	{1.0=[Jetzt], 1.5=[jetzt], 2.0=[Hetz, Heft, Beet, Hebt, Lebt, Rest, Pest, Arzt, Test, Cent, Hetzt, Seht, Wert, Je, eßt, Zeit, Leut, Nest, Lest, Setz, Welt, Fest, Legt, Jeep, West, Regt, Jagt, Text, Geht, Letzt, Fegt, Just, Weit, Jene, Gebt, Nett, Zelt, Netz, Seit, Bett, Setzt, Fett, Jede]}
21458	wagket	wackelt	[wagt, wankte, watet, wagst, wartet, wachet, wanken, wackelt, sagtet, wackel, wagte, wankt, wagten, wagen, wage]	{2.0=[wagt, wankte, watet, wagst, wartet, wachet, wanken, wackelt, sagtet, wackel, wagte, wankt, wagten, wagen, wage]}
21459	est	es	[esst, Fest, erst, West, lest, ist, es, fest, Rest, Pest, Test, eßt, Nest, Lest]	{1.0=[esst, Fest, erst, West, lest, ist, es, fest, Rest, Pest, Test, eßt, Nest, Lest]}
21460	zerris	zerriss	[zerriss, zerriß, zerren, zerrte, zerrst, zerre, zerreiß, zerrt]	{1.0=[zerriss, zerriß], 2.0=[zerren, zerrte, zerrst, zerre, zerreiß, zerrt]}
21461	Kniee	Knie	[Knies, Kniet, Knien, Knie]	{1.0=[Knies, Kniet, Knien, Knie]}
21462	Angstschweich	Angstschweiß	[anschleicht, anschlich, Absichtlich, schleich, Anschein, Anstrich, Ängstlich, Augenschein, geschweige, geschweift]	{5.5=[anschleicht, anschlich], 6.0=[Absichtlich, schleich, Anschein, Anstrich, Ängstlich, Augenschein, geschweige, geschweift]}
